manu_sku,product_name,prod_page_url,updated_on,CASE,Price,Code
S-4630,Kraft Shipping Box 17x9x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.8, 1.58, 1.47, 1.31, 1.19]","['C', 'C', 'C', 'C', 'C']"
S-19837,Kraft Shipping Box 17x11x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.83, 1.72, 1.56, 1.46, 1.36]","['C', 'C', 'C', 'C', 'C']"
S-19082,Kraft Shipping Box 17x12x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.86, 1.75, 1.61, 1.48, 1.44]","['C', 'C', 'C', 'C', 'C']"
S-23316,Kraft Shipping Box 17x12x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.96, 1.83, 1.69, 1.56, 1.46]","['C', 'C', 'C', 'C', 'C']"
S-16753,Kraft Shipping Box 17x12x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.01, 1.9, 1.73, 1.62, 1.55]","['C', 'C', 'C', 'C', 'C']"
S-13309,Kraft Shipping Box 17x12x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.14, 2.06, 1.83, 1.73, 1.66]","['C', 'C', 'C', 'C', 'C']"
S-24745,Kraft Shipping Box 17x13x3,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.84, 1.75, 1.62, 1.48, 1.44]","['C', 'C', 'C', 'C', 'C']"
S-4755,Kraft Shipping Box 17x13x5,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.9, 1.8, 1.66, 1.51, 1.46]","['C', 'C', 'C', 'C', 'C']"
S-18388,Kraft Shipping Box 17x13x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.1, 2.04, 1.83, 1.7, 1.61]","['C', 'C', 'C', 'C', 'C']"
S-23976,Kraft Shipping Box 17x13x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.2, 2.11, 1.92, 1.78, 1.69]","['C', 'C', 'C', 'C', 'C']"
S-4723,Kraft Shipping Box 17x13x13,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.43, 2.27, 2.09, 1.95, 1.81]","['C', 'C', 'C', 'C', 'C']"
S-13310,Kraft Shipping Box 17x14x5,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.1, 1.96, 1.79, 1.67, 1.58]","['C', 'C', 'C', 'C', 'C']"
S-4791,Kraft Shipping Box 17x14x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.31, 2.23, 2.06, 1.9, 1.79]","['C', 'C', 'C', 'C', 'C']"
S-19083,Kraft Shipping Box 17x14x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.39, 2.27, 2.07, 1.92, 1.8]","['C', 'C', 'C', 'C', 'C']"
S-20484,Kraft Shipping Box 17x14x14,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.76, 2.58, 2.4, 2.23, 2.09]","['C', 'C', 'C', 'C', 'C']"
S-16754,Kraft Shipping Box 17x17x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.31, 2.16, 2.06, 1.86, 1.75]","['C', 'C', 'C', 'C', 'C']"
S-18389,Kraft Shipping Box 17x17x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.97, 2.59, 2.31, 2.16, 2.01]","['C', 'C', 'C', 'C', 'C']"
S-23317,Kraft Shipping Box 17x17x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.07, 2.68, 2.41, 2.23, 2.07]","['C', 'C', 'C', 'C', 'C']"
S-4395,Kraft Shipping Box 17x17x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.17, 2.76, 2.47, 2.29, 2.1]","['C', 'C', 'C', 'C', 'C']"
S-19838,Kraft Shipping Box 17x17x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.19, 2.77, 2.52, 2.3, 2.14]","['C', 'C', 'C', 'C', 'C']"
S-11376,Kraft Shipping Box 17x17x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.21, 2.8, 2.52, 2.31, 2.16]","['C', 'C', 'C', 'C', 'C']"
S-4857,Kraft Shipping Box 17x17x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.3, 2.84, 2.58, 2.4, 2.19]","['C', 'C', 'C', 'C', 'C']"
S-4445,Kraft Shipping Box 17x17x14,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.38, 2.92, 2.65, 2.44, 2.27]","['C', 'C', 'C', 'C', 'C']"
S-4172,Kraft Shipping Box 17x17x17,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.85, 3.4, 3.13, 2.84, 2.68]","['C', 'C', 'C', 'C', 'C']"
S-21018,Kraft Lightweight Shipping Box 17x17x17 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.2, 2.87, 2.64, 2.35, 2.24]","['C', 'C', 'C', 'C', 'C']"
S-4446,"Kraft Shipping Box 17x17x17 (17,15,13,11)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.94, 3.56, 3.33, 3.08, 2.85]","['C', 'C', 'C', 'C', 'C']"
S-18163,Kraft Shipping Box 17x17x17 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[6.83, 6.33, 5.85, 5.51, 5.27]","['C', 'C', 'C', 'C', 'C']"
S-14276,Kraft Shipping Box 18x4x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.0, 0.95, 0.85, 0.75, 0.69]","['C', 'C', 'C', 'C', 'C']"
S-4154,Kraft Shipping Box 18x6x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.1, 1.02, 0.95, 0.85, 0.76]","['C', 'C', 'C', 'C', 'C']"
S-4178,Kraft Shipping Box 18x6x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.11, 1.04, 0.98, 0.87, 0.8]","['C', 'C', 'C', 'C', 'C']"
S-22639,Kraft Lightweight Shipping Box 18x6x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.94, 0.88, 0.82, 0.72, 0.68]","['C', 'C', 'C', 'C', 'C']"
S-14224,"Kraft Shipping Box 18x6x45 (FOL, Guitar Box)",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[11.67, 10.97, 10.2, 9.22, 8.89]","['C', 'C', 'C', 'C', 'C']"
S-23977,Kraft Shipping Box 18x7x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.47, 1.31, 1.25, 1.1, 1.01]","['C', 'C', 'C', 'C', 'C']"
S-18000,"Kraft Shipping Box 18x7x52 (FOL, Guitar Box)",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[13.29, 12.51, 11.67, 10.58, 10.14]","['C', 'C', 'C', 'C', 'C']"
S-19840,Kraft Shipping Box 18x8x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.36, 1.25, 1.08, 1.05, 0.99]","['C', 'C', 'C', 'C', 'C']"
S-4313,Kraft Shipping Box 18x8x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.44, 1.3, 1.11, 1.08, 1.02]","['C', 'C', 'C', 'C', 'C']"
S-4818,Kraft Shipping Box 18x8x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.7, 1.51, 1.33, 1.24, 1.18]","['C', 'C', 'C', 'C', 'C']"
S-4632,Kraft Shipping Box 18x9x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.9, 1.71, 1.51, 1.42, 1.3]","['C', 'C', 'C', 'C', 'C']"
S-4724,Kraft Shipping Box 18x10x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.59, 1.46, 1.31, 1.14, 1.05]","['C', 'C', 'C', 'C', 'C']"
S-4179,Kraft Shipping Box 18x10x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.74, 1.51, 1.42, 1.25, 1.12]","['C', 'C', 'C', 'C', 'C']"
S-22640,Kraft Lightweight Shipping Box 18x10x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.47, 1.26, 1.19, 1.05, 0.95]","['C', 'C', 'C', 'C', 'C']"
S-4182,Kraft Shipping Box 18x10x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.9, 1.71, 1.51, 1.42, 1.3]","['C', 'C', 'C', 'C', 'C']"
S-4496,Kraft Shipping Box 18x10x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.08, 1.92, 1.8, 1.71, 1.58]","['C', 'C', 'C', 'C', 'C']"
S-22641,Kraft Lightweight Shipping Box 18x10x10 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.74, 1.61, 1.51, 1.44, 1.33]","['C', 'C', 'C', 'C', 'C']"
S-23324,Kraft Shipping Box 18x10x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.17, 2.02, 1.87, 1.75, 1.63]","['C', 'C', 'C', 'C', 'C']"
S-4920,Kraft Shipping Box 18x12x2,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.79, 1.72, 1.58, 1.46, 1.4]","['C', 'C', 'C', 'C', 'C']"
S-19080,Kraft Shipping Box 18x12x3,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.8, 1.73, 1.59, 1.47, 1.42]","['C', 'C', 'C', 'C', 'C']"
S-4859,Kraft Shipping Box 18x12x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.81, 1.74, 1.61, 1.48, 1.44]","['C', 'C', 'C', 'C', 'C']"
S-22585,Kraft Lightweight Shipping Box 18x12x4 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.53, 1.47, 1.35, 1.25, 1.21]","['C', 'C', 'C', 'C', 'C']"
S-4633,Kraft Shipping Box 18x12x5,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.95, 1.83, 1.71, 1.58, 1.48]","['C', 'C', 'C', 'C', 'C']"
S-4187,Kraft Shipping Box 18x12x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.45, 1.45, 1.45, 1.45, 1.45]","['C', 'C', 'C', 'C', 'C']"
S-18352,Kraft Lightweight Shipping Box 18x12x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.23, 1.23, 1.23, 1.23, 1.23]","['C', 'C', 'C', 'C', 'C']"
S-4427,"Kraft Shipping Box 18x12x6 (6,4,2)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.31, 2.09, 1.92, 1.79, 1.66]","['C', 'C', 'C', 'C', 'C']"
S-12599,White Shipping Box 18x12x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.54, 2.29, 2.14, 2.04, 1.83]","['C', 'C', 'C', 'C', 'C']"
S-19772,Kraft Shipping Box 18x12x6 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.18, 2.96, 2.76, 2.63, 2.52]","['C', 'C', 'C', 'C', 'C']"
S-4993,Kraft Shipping Box 18x12x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.04, 1.9, 1.75, 1.66, 1.55]","['C', 'C', 'C', 'C', 'C']"
S-4188,Kraft Shipping Box 18x12x8 (200 lb. Book Box),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.49, 1.49, 1.49, 1.49, 1.49]","['C', 'C', 'C', 'C', 'C']"
S-19076,Kraft Lightweight Shipping Box 18x12x8 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.25, 1.25, 1.25, 1.25, 1.25]","['C', 'C', 'C', 'C', 'C']"
S-18949,White Shipping Box 18x12x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.58, 2.34, 2.24, 2.16, 2.07]","['C', 'C', 'C', 'C', 'C']"
S-4896,Kraft Shipping Box 18x12x8 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.41, 3.18, 2.96, 2.77, 2.68]","['C', 'C', 'C', 'C', 'C']"
S-4497,Kraft Shipping Box 18x12x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.09, 1.95, 1.81, 1.74, 1.59]","['C', 'C', 'C', 'C', 'C']"
S-23325,Kraft Lightweight Shipping Box 18x12x9 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.75, 1.63, 1.53, 1.47, 1.34]","['C', 'C', 'C', 'C', 'C']"
S-4189,Kraft Shipping Box 18x12x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.53, 1.53, 1.53, 1.53, 1.53]","['C', 'C', 'C', 'C', 'C']"
S-19842,Kraft Lightweight Shipping Box 18x12x10 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.29, 1.29, 1.29, 1.29, 1.29]","['C', 'C', 'C', 'C', 'C']"
S-14230,Kraft Shipping Box 18x12x10 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.77, 3.52, 3.29, 3.07, 2.92]","['C', 'C', 'C', 'C', 'C']"
S-4181,Kraft Shipping Box 18x12x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.57, 1.57, 1.57, 1.57, 1.57]","['C', 'C', 'C', 'C', 'C']"
S-18353,Kraft Lightweight Shipping Box 18x12x12 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.31, 1.31, 1.31, 1.31, 1.31]","['C', 'C', 'C', 'C', 'C']"
S-540,"Kraft Shipping Box 18x12x12 (12,10,8,6)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.46, 2.3, 2.19, 2.14, 2.08]","['C', 'C', 'C', 'C', 'C']"
S-4634,White Shipping Box 18x12x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.59, 2.44, 2.31, 2.29, 2.23]","['C', 'C', 'C', 'C', 'C']"
S-4635,Kraft Shipping Box 18x12x12 (275 lb. Test),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.97, 2.82, 2.65, 2.47, 2.31]","['C', 'C', 'C', 'C', 'C']"
S-4725,Kraft Shipping Box 18x12x12 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.03, 3.03, 3.03, 3.03, 3.03]","['C', 'C', 'C', 'C', 'C']"
S-16380,Kraft Shipping Box 18x12x12 (Box with Hand Holes),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[4.6, 4.23, 3.91]","['C', 'C', 'C']"
S-4237,Kraft Shipping Box 18x12x14,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.43, 2.27, 2.09, 1.95, 1.81]","['C', 'C', 'C', 'C', 'C']"
S-21552,Kraft Lightweight Shipping Box 18x12x14 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.04, 1.92, 1.74, 1.63, 1.53]","['C', 'C', 'C', 'C', 'C']"
S-4897,Kraft Shipping Box 18x12x16,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.64, 2.46, 2.27, 2.1, 1.99]","['C', 'C', 'C', 'C', 'C']"
S-4898,Kraft Shipping Box 18x12x18,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.85, 2.65, 2.5, 2.4, 2.27]","['C', 'C', 'C', 'C', 'C']"
S-23980,Kraft Shipping Box 18x12x20,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.05, 2.83, 2.66, 2.53, 2.42]","['C', 'C', 'C', 'C', 'C']"
S-19843,Kraft Shipping Box 18x13x5,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.02, 1.9, 1.73, 1.61, 1.51]","['C', 'C', 'C', 'C', 'C']"
S-13312,Kraft Shipping Box 18x13x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.4, 2.23, 2.06, 1.92, 1.8]","['C', 'C', 'C', 'C', 'C']"
S-25349,Kraft Lightweight Shipping Box 18x14x3 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.54, 1.48, 1.36, 1.27, 1.22]","['C', 'C', 'C', 'C', 'C']"
S-4757,Kraft Shipping Box 18x14x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.8, 1.71, 1.58, 1.48, 1.44]","['C', 'C', 'C', 'C', 'C']"
S-22642,Kraft Lightweight Shipping Box 18x14x4 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.56, 1.51, 1.37, 1.29, 1.23]","['C', 'C', 'C', 'C', 'C']"
S-4726,Kraft Shipping Box 18x14x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.95, 1.83, 1.71, 1.58, 1.48]","['C', 'C', 'C', 'C', 'C']"
S-20468,Kraft Lightweight Shipping Box 18x14x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.62, 1.55, 1.42, 1.31, 1.24]","['C', 'C', 'C', 'C', 'C']"
S-4397,Kraft Shipping Box 18x14x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.61, 1.61, 1.61, 1.61, 1.61]","['C', 'C', 'C', 'C', 'C']"
S-21024,Kraft Lightweight Shipping Box 18x14x8 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.36, 1.36, 1.36, 1.36, 1.36]","['C', 'C', 'C', 'C', 'C']"
S-4540,Kraft Shipping Box 18x14x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.47, 2.34, 2.14, 2.07, 1.9]","['C', 'C', 'C', 'C', 'C']"
S-19844,Kraft Lightweight Shipping Box 18x14x10 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.07, 1.99, 1.79, 1.72, 1.59]","['C', 'C', 'C', 'C', 'C']"
S-18922,Kraft Shipping Box 18x14x10 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[4.42, 4.1, 3.77, 3.56, 3.41]","['C', 'C', 'C', 'C', 'C']"
S-4183,Kraft Shipping Box 18x14x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.89, 1.89, 1.89, 1.89, 1.89]","['C', 'C', 'C', 'C', 'C']"
S-18354,Kraft Lightweight Shipping Box 18x14x12 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.55, 1.55, 1.55, 1.55, 1.55]","['C', 'C', 'C', 'C', 'C']"
S-13313,Kraft Shipping Box 18x14x12 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[4.77, 4.42, 4.1, 3.88, 3.73]","['C', 'C', 'C', 'C', 'C']"
S-4191,Kraft Shipping Box 18x14x14,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.84, 2.64, 2.47, 2.31, 2.24]","['C', 'C', 'C', 'C', 'C']"
S-19845,Kraft Lightweight Shipping Box 18x14x14 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.39, 2.19, 2.07, 1.96, 1.9]","['C', 'C', 'C', 'C', 'C']"
S-14231,Kraft Shipping Box 18x14x14 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[5.33, 4.96, 4.58, 4.31, 4.11]","['C', 'C', 'C', 'C', 'C']"
S-22643,Kraft Shipping Box 18x14x18,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.33, 3.1, 2.94, 2.81, 2.68]","['C', 'C', 'C', 'C', 'C']"
S-559,"Kraft Shipping Box 18x14?1?2?x?12 (12,10,8,6)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.93, 2.76, 2.54, 2.4, 2.27]","['C', 'C', 'C', 'C', 'C']"
S-23981,Kraft Shipping Box 18x15x15,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.03, 2.85, 2.69, 2.53, 2.41]","['C', 'C', 'C', 'C', 'C']"
S-4727,Kraft Shipping Box 18x16x2,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.14, 2.02, 1.81, 1.72, 1.66]","['C', 'C', 'C', 'C', 'C']"
S-4820,Kraft Shipping Box 18x16x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.17, 2.04, 1.83, 1.74, 1.67]","['C', 'C', 'C', 'C', 'C']"
S-4566,Kraft Shipping Box 18x16x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.23, 2.08, 1.92, 1.8, 1.74]","['C', 'C', 'C', 'C', 'C']"
S-23322,Kraft Lightweight Shipping Box 18x16x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.87, 1.74, 1.61, 1.51, 1.47]","['C', 'C', 'C', 'C', 'C']"
S-4792,Kraft Shipping Box 18x16x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.52, 2.29, 2.14, 1.99, 1.84]","['C', 'C', 'C', 'C', 'C']"
S-4184,Kraft Shipping Box 18x16x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.89, 2.59, 2.4, 2.24, 2.08]","['C', 'C', 'C', 'C', 'C']"
S-22644,Kraft Lightweight Shipping Box 18x16x10 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.43, 2.18, 2.01, 1.9, 1.74]","['C', 'C', 'C', 'C', 'C']"
