manu_sku,product_name,prod_page_url,updated_on,CASE,Price,Code
S-20485,Kraft Shipping Box 12x12x13,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.1, 1.9, 1.73, 1.7, 1.55]","['C', 'C', 'C', 'C', 'C']"
S-4616,Kraft Shipping Box 12x12x14,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.19, 1.96, 1.8, 1.74, 1.59]","['C', 'C', 'C', 'C', 'C']"
S-4523,Kraft Shipping Box 12x12x15,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.23, 1.99, 1.81, 1.75, 1.61]","['C', 'C', 'C', 'C', 'C']"
S-4524,Kraft Shipping Box 12x12x16,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.29, 2.09, 1.92, 1.81, 1.67]","['C', 'C', 'C', 'C', 'C']"
S-18919,Kraft Shipping Box 12x12x16 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.98, 3.73, 3.39, 3.21, 3.1]","['C', 'C', 'C', 'C', 'C']"
S-14269,Kraft Shipping Box 12x12x18,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.3, 2.1, 1.95, 1.83, 1.7]","['C', 'C', 'C', 'C', 'C']"
S-4490,"Kraft Shipping Box 12x12x18 (18,16,14,12,10)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.33, 2.14, 1.97, 1.86, 1.71]","['C', 'C', 'C', 'C', 'C']"
S-16516,Kraft Shipping Box 12x12x18 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[4.19, 3.91, 3.55, 3.39, 3.21]","['C', 'C', 'C', 'C', 'C']"
S-4467,Kraft Shipping Box 12x12x20,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.31, 2.16, 2.04, 1.9, 1.74]","['C', 'C', 'C', 'C', 'C']"
S-4455,Kraft Shipping Box 12x12x24 (2 Cu. Ft.),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.8, 2.58, 2.43, 2.24, 2.06]","['C', 'C', 'C', 'C', 'C']"
S-4617,Kraft Shipping Box 12x12x30,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.33, 3.08, 2.89, 2.75, 2.47]","['C', 'C', 'C', 'C', 'C']"
S-4491,Kraft Shipping Box 12x12x36 (3 Cu. Ft.),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.88, 3.55, 3.33, 3.18, 2.89]","['C', 'C', 'C', 'C', 'C']"
S-4618,Kraft Shipping Box 12x12x40,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[4.58, 4.23, 3.94, 3.75, 3.39]","['C', 'C', 'C', 'C', 'C']"
S-4525,Kraft Shipping Box 12x12x48,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.7, 3.7, 3.7, 3.7, 3.7]","['C', 'C', 'C', 'C', 'C']"
S-13295,Kraft Shipping Box 12x12x48 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[9.78, 9.06, 8.4, 7.93, 7.56]","['C', 'C', 'C', 'C', 'C']"
S-4983,Kraft Shipping Box 12x12x48-90 (Telescopic),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[13.2, 12.48, 11.82, 10.98, 10.17]","['C', 'C', 'C', 'C', 'C']"
S-4713,Kraft Shipping Box 12x12x52,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[5.55, 5.22, 4.96, 4.62, 4.25]","['C', 'C', 'C', 'C', 'C']"
S-4692,Kraft Shipping Box 12x12x60,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[7.53, 6.93, 6.53, 6.24, 5.79]","['C', 'C', 'C', 'C', 'C']"
S-4693,Kraft Shipping Box 12x12x72,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[8.33, 7.75, 7.39, 7.18, 6.43]","['C', 'C', 'C', 'C', 'C']"
S-18238,Kraft Shipping Box 12x12x72-132 (Telescopic),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[25.0, 23.0, 21.0, 20.0, 19.0]","['C', 'C', 'C', 'C', 'C']"
S-4935,Kraft Shipping Box 12?1?8?x?12?1?8?x?13?9?16 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.5, 3.18, 2.99, 2.83, 2.66]","['C', 'C', 'C', 'C', 'C']"
S-19833,Kraft Shipping Box 12?1?4?x?9?1?4?x?6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.36, 1.24, 1.05, 1.0, 0.99]","['C', 'C', 'C', 'C', 'C']"
S-4955,Kraft Shipping Box 12?1?4?x?9?1?4?x?9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.48, 1.33, 1.1, 1.05, 1.04]","['C', 'C', 'C', 'C', 'C']"
S-14270,Kraft Shipping Box 12?1?4?x?9?1?4?x?12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.71, 1.53, 1.31, 1.19, 1.18]","['C', 'C', 'C', 'C', 'C']"
S-558,"Kraft Shipping Box 12?1?4?x?9?1?4?x?12 (12,10,8,6)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.9, 1.74, 1.55, 1.45, 1.42]","['C', 'C', 'C', 'C', 'C']"
S-18942,Kraft Shipping Box 12?3?8?x?9?1?4?x?4?1?8 (Canning Jar Box),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.45, 3.2, 2.95]","['C', 'C', 'C']"
S-4754,"Kraft Shipping Box 12?1?2?x?12?1?2?x?6 (6,4,2)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.92, 1.79, 1.58, 1.48, 1.46]","['C', 'C', 'C', 'C', 'C']"
S-4562,"Kraft Shipping Box 12?1?2?x?12?1?2?x?12 (12,10,8,6)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.23, 1.99, 1.81, 1.75, 1.61]","['C', 'C', 'C', 'C', 'C']"
S-4936,Kraft Shipping Box 12?1?2?x?12?1?2?x?15 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.85, 3.54, 3.32, 3.14, 2.93]","['C', 'C', 'C', 'C', 'C']"
S-4615,"Kraft Shipping Box 12?3?4?x?12?3?4?x?13?1?2 (8 Pack 6 x 6 x 6)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.24, 2.04, 1.83, 1.81, 1.67]","['C', 'C', 'C', 'C', 'C']"
S-19087,Kraft Shipping Box 13x3x3,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.8, 0.7, 0.66, 0.64, 0.59]","['C', 'C', 'C', 'C', 'C']"
S-17999,"Kraft Shipping Box 13x3x30 (FOL, Racquet Box)",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.29, 2.93, 2.83, 2.75, 2.59]","['C', 'C', 'C', 'C', 'C']"
S-24051,Kraft Lightweight Shipping Box 13x5x5 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.87, 0.75, 0.7, 0.66, 0.64]","['C', 'C', 'C', 'C', 'C']"
S-22645,Kraft Shipping Box 13x6x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.18, 1.08, 0.99, 0.88, 0.84]","['C', 'C', 'C', 'C', 'C']"
S-4924,Kraft Shipping Box 13x7x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.12, 1.05, 0.98, 0.87, 0.82]","['C', 'C', 'C', 'C', 'C']"
S-22168,Kraft Shipping Box 13x8x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.21, 1.08, 0.99, 0.9, 0.87]","['C', 'C', 'C', 'C', 'C']"
S-19088,Kraft Shipping Box 13x8x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.36, 1.18, 1.04, 1.0, 0.95]","['C', 'C', 'C', 'C', 'C']"
S-18391,Kraft Shipping Box 13x9x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.4, 1.24, 1.07, 1.02, 0.99]","['C', 'C', 'C', 'C', 'C']"
S-23955,Kraft Lightweight Shipping Box 13x9x5 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.14, 1.05, 0.98, 0.9, 0.84]","['C', 'C', 'C', 'C', 'C']"
S-4817,Kraft Shipping Box 13x9x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.58, 1.46, 1.24, 1.18, 1.11]","['C', 'C', 'C', 'C', 'C']"
S-14271,Kraft Shipping Box 13x9x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.59, 1.47, 1.25, 1.19, 1.12]","['C', 'C', 'C', 'C', 'C']"
S-21053,Kraft Shipping Box 13x9x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.62, 1.48, 1.29, 1.22, 1.14]","['C', 'C', 'C', 'C', 'C']"
S-11373,Kraft Shipping Box 13x9x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.66, 1.51, 1.31, 1.24, 1.18]","['C', 'C', 'C', 'C', 'C']"
S-4837,Kraft Shipping Box 13x9x11,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.7, 1.51, 1.33, 1.25, 1.19]","['C', 'C', 'C', 'C', 'C']"
S-4715,Kraft Shipping Box 13x10x2,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.25, 1.11, 1.04, 1.0, 0.98]","['C', 'C', 'C', 'C', 'C']"
S-24736,Kraft Lightweight Shipping Box 13x10x3 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.1, 1.0, 0.89, 0.87, 0.84]","['C', 'C', 'C', 'C', 'C']"
S-4716,Kraft Shipping Box 13x10x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.94, 0.94, 0.94, 0.94, 0.94]","['C', 'C', 'C', 'C', 'C']"
S-19834,Kraft Lightweight Shipping Box 13x10x4 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.81, 0.81, 0.81, 0.81, 0.81]","['C', 'C', 'C', 'C', 'C']"
S-4854,Kraft Shipping Box 13x10x5,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.42, 1.25, 1.1, 1.05, 1.02]","['C', 'C', 'C', 'C', 'C']"
S-13296,Kraft Shipping Box 13x10x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.46, 1.31, 1.14, 1.1, 1.08]","['C', 'C', 'C', 'C', 'C']"
S-23310,Kraft Lightweight Shipping Box 13x10x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.19, 1.07, 0.92, 0.89, 0.87]","['C', 'C', 'C', 'C', 'C']"
S-4982,Kraft Shipping Box 13x10x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.48, 1.33, 1.19, 1.12, 1.1]","['C', 'C', 'C', 'C', 'C']"
S-4838,Kraft Shipping Box 13x10x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.58, 1.46, 1.25, 1.18, 1.12]","['C', 'C', 'C', 'C', 'C']"
S-22646,Kraft Shipping Box 13x10x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.69, 1.53, 1.35, 1.25, 1.21]","['C', 'C', 'C', 'C', 'C']"
S-4785,Kraft Shipping Box 13x10x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.75, 1.59, 1.44, 1.33, 1.25]","['C', 'C', 'C', 'C', 'C']"
S-21571,Kraft Lightweight Shipping Box 13x10x10 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.48, 1.33, 1.21, 1.11, 1.07]","['C', 'C', 'C', 'C', 'C']"
S-22169,Kraft Shipping Box 13x10x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.9, 1.7, 1.53, 1.46, 1.37]","['C', 'C', 'C', 'C', 'C']"
S-19835,Kraft Shipping Box 13x10x13,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.96, 1.75, 1.61, 1.51, 1.44]","['C', 'C', 'C', 'C', 'C']"
S-21064,Kraft Shipping Box 13x10x15,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.13, 1.92, 1.74, 1.63, 1.56]","['C', 'C', 'C', 'C', 'C']"
S-21572,Kraft Shipping Box 13x11x2,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.4, 1.25, 1.08, 1.04, 0.98]","['C', 'C', 'C', 'C', 'C']"
S-4131,Kraft Shipping Box 13x11x5,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.46, 1.3, 1.11, 1.08, 1.02]","['C', 'C', 'C', 'C', 'C']"
S-24052,Kraft Lightweight Shipping Box 13x11x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.25, 1.13, 0.99, 0.91, 0.88]","['C', 'C', 'C', 'C', 'C']"
S-4717,Kraft Shipping Box 13x11x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.51, 1.42, 1.14, 1.1, 1.05]","['C', 'C', 'C', 'C', 'C']"
S-23311,Kraft Shipping Box 13x11x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.61, 1.51, 1.26, 1.19, 1.13]","['C', 'C', 'C', 'C', 'C']"
S-14272,Kraft Shipping Box 13x11x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.71, 1.58, 1.31, 1.24, 1.18]","['C', 'C', 'C', 'C', 'C']"
S-4886,Kraft Shipping Box 13x13x2,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.51, 1.39, 1.18, 1.1, 1.08]","['C', 'C', 'C', 'C', 'C']"
S-19090,Kraft Shipping Box 13x13x3,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.53, 1.4, 1.19, 1.11, 1.1]","['C', 'C', 'C', 'C', 'C']"
S-4526,Kraft Shipping Box 13x13x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.05, 1.05, 1.05, 1.05, 1.05]","['C', 'C', 'C', 'C', 'C']"
S-4887,Kraft Shipping Box 13x13x5,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.59, 1.46, 1.25, 1.18, 1.11]","['C', 'C', 'C', 'C', 'C']"
S-13297,Kraft Shipping Box 13x13x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.71, 1.53, 1.37, 1.31, 1.19]","['C', 'C', 'C', 'C', 'C']"
S-4563,Kraft Shipping Box 13x13x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.8, 1.61, 1.48, 1.44, 1.31]","['C', 'C', 'C', 'C', 'C']"
S-4984,Kraft Shipping Box 13x13x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.84, 1.7, 1.53, 1.48, 1.42]","['C', 'C', 'C', 'C', 'C']"
S-19089,Kraft Shipping Box 13x13x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.92, 1.74, 1.59, 1.53, 1.46]","['C', 'C', 'C', 'C', 'C']"
S-4694,Kraft Shipping Box 13x13x10,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.99, 1.8, 1.66, 1.59, 1.48]","['C', 'C', 'C', 'C', 'C']"
S-23291,Kraft Lightweight Shipping Box 13x13x10 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.69, 1.51, 1.39, 1.34, 1.25]","['C', 'C', 'C', 'C', 'C']"
S-19836,Kraft Shipping Box 13x13x12,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.07, 1.86, 1.72, 1.66, 1.55]","['C', 'C', 'C', 'C', 'C']"
S-4317,Kraft Shipping Box 13x13x13,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.49, 1.49, 1.49, 1.49, 1.49]","['C', 'C', 'C', 'C', 'C']"
S-19070,Kraft Lightweight Shipping Box 13x13x13 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.25, 1.25, 1.25, 1.25, 1.25]","['C', 'C', 'C', 'C', 'C']"
S-4444,"Kraft Shipping Box 13x13x13 (13,11,9,7)""",https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.47, 2.08, 1.9, 1.83, 1.79]","['C', 'C', 'C', 'C', 'C']"
S-15037,Kraft Shipping Box 13x13x13 (275 lb. Test DW),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[3.79, 3.52, 3.3, 3.13, 2.92]","['C', 'C', 'C', 'C', 'C']"
S-11374,Kraft Shipping Box 13x13x15,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.58, 2.3, 2.09, 1.92, 1.83]","['C', 'C', 'C', 'C', 'C']"
S-18392,Kraft Shipping Box 13x13x17,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[2.76, 2.47, 2.2, 2.07, 1.99]","['C', 'C', 'C', 'C', 'C']"
S-13298,Kraft Shipping Box 14x4x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.99, 0.87, 0.8, 0.73, 0.69]","['C', 'C', 'C', 'C', 'C']"
S-17998,Kraft Shipping Box 14x4x42,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[5.0, 4.63, 4.4, 4.12, 3.89]","['C', 'C', 'C', 'C', 'C']"
S-19782,Kraft Shipping Box 14x4x52,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[6.0, 5.51, 5.27, 4.94, 4.65]","['C', 'C', 'C', 'C', 'C']"
S-14223,Kraft Shipping Box 14x4x68,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[12.05, 11.31, 10.56, 9.54, 9.18]","['C', 'C', 'C', 'C', 'C']"
S-19085,Kraft Shipping Box 14x6x2,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.04, 0.91, 0.84, 0.8, 0.7]","['C', 'C', 'C', 'C', 'C']"
S-4527,Kraft Shipping Box 14x6x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.72, 0.72, 0.72, 0.72, 0.72]","['C', 'C', 'C', 'C', 'C']"
S-4138,Kraft Shipping Box 14x6x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.72, 0.72, 0.72, 0.72, 0.72]","['C', 'C', 'C', 'C', 'C']"
S-22607,Kraft Lightweight Shipping Box 14x6x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.61, 0.61, 0.61, 0.61, 0.61]","['C', 'C', 'C', 'C', 'C']"
S-23292,Kraft Lightweight Shipping Box 14x6x8 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.95, 0.85, 0.76, 0.75, 0.73]","['C', 'C', 'C', 'C', 'C']"
S-24053,Kraft Lightweight Shipping Box 14x7x5 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[0.9, 0.81, 0.75, 0.72, 0.7]","['C', 'C', 'C', 'C', 'C']"
S-4529,Kraft Shipping Box 14x7x7,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.25, 1.11, 1.02, 1.0, 0.98]","['C', 'C', 'C', 'C', 'C']"
S-16737,Kraft Shipping Box 14x8x4,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.1, 1.02, 0.92, 0.87, 0.8]","['C', 'C', 'C', 'C', 'C']"
S-21004,Kraft Shipping Box 14x8x5,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.19, 1.08, 0.98, 0.92, 0.9]","['C', 'C', 'C', 'C', 'C']"
S-4137,Kraft Shipping Box 14x8x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.24, 1.1, 1.0, 0.98, 0.95]","['C', 'C', 'C', 'C', 'C']"
S-21005,Kraft Lightweight Shipping Box 14x8x6 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.04, 0.92, 0.85, 0.82, 0.8]","['C', 'C', 'C', 'C', 'C']"
S-4139,Kraft Shipping Box 14x8x8,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.37, 1.19, 1.05, 1.02, 0.98]","['C', 'C', 'C', 'C', 'C']"
S-21006,Kraft Lightweight Shipping Box 14x8x8 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.14, 1.0, 0.89, 0.87, 0.82]","['C', 'C', 'C', 'C', 'C']"
S-25898,Kraft Lightweight Shipping Box 14x9x4 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.08, 0.98, 0.83, 0.78, 0.75]","['C', 'C', 'C', 'C', 'C']"
S-16735,Kraft Shipping Box 14x9x6,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.4, 1.22, 1.07, 1.04, 0.99]","['C', 'C', 'C', 'C', 'C']"
S-4985,Kraft Shipping Box 14x9x9,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.51, 1.37, 1.14, 1.1, 1.07]","['C', 'C', 'C', 'C', 'C']"
S-23312,Kraft Lightweight Shipping Box 14x9x9 (32 ECT Lightweight),https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.26, 1.14, 0.98, 0.92, 0.9]","['C', 'C', 'C', 'C', 'C']"
S-13299,Kraft Shipping Box 14x10x2,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.37, 1.22, 1.05, 1.02, 0.99]","['C', 'C', 'C', 'C', 'C']"
S-21007,Kraft Shipping Box 14x10x3,https://www.uline.com/Product/GuidedNav?t=184360&dup=over,03-01-2025 16:46,"[25, 100, 250, 500, 1000]","[1.42, 1.26, 1.07, 1.04, 1.0]","['C', 'C', 'C', 'C', 'C']"
